text,character
"500 bucks! Who's a real painter now, Marshall?",Lily
"Honey, I never said you weren't a real painter.",Marshall
"Oh, I know, sweetie. And since I'm a professional artist now, I'm going to sketch you an Aldrin original, you know, to say thanks for being such a supportive husband. I'm thinking about calling it... Suck It!",Lily
"Lily, come on. I'm proud of you. Who-who bought it?",Marshall
"Well, that's the best part. A gay couple without kids. A G-CWOK!",Lily
You bagged a G-CWOK?!,Ted
"Yeah, that's right. They are the heart and soul of the art-buying community.",Lily
You know what you should do? You should call up the G-CWOKs and offer them a free painting if they throw a private art party for all their G-CWOK friends.,Ted
"That's an amazing idea. I'm going to go call them. I can probably sell two more paintings with time to spare. Oh, wait, Marshall. There was something I had to tell you. What was it? Oh, that's right. Suck it.",Lily
"Ted, fancy bumping into you here. Have you guys met my girlfriend Abby?",Barney
"Uh, yeah.",Ted
"Hi, Abby.",Barney
"Hello, Abby. So, uh, s-so you guys are dating now?",Ted
"That's right. I am done with this whole being awesome thing. Now I'm all about farmers' markets and day hikes in matching khaki cargo shorts. Isn't that right, sweetie?",Barney
"That's right. And girlfriends are lame. Unless they're me. I miss you, Ted.",Abby
"Abby and I are in love. Not hot passionate love. Couple love. You know, movie night with my girlfriend, then waiting for her to go to bed so I can steal one pitiful moment of hollow ecstasy by the cold, blue light of my computer monitor.",Barney
We're showing Ted how lame he is.,Abby
"You don't have to say it, though.",Barney
"Uh, okay, Barney, you can stop.",Ted
"Stop what, Ted? Stop being in love? Next he'll ask us to stop breathing.",Barney
"We can't stop breathing, Ted. Your hair looks amazing.",Abby
"Um, Barney, I, I see what you're doing. Please stop.",Ted
"Not before I share with you what being in a relationship leads to, Ted. Abby, Pookie Bear... I am so pathetically desperate for you that... aw, heck, I'll just say it. Would you marry me?",Barney
"Wait, really?",Abby
I would never joke about true love.,Barney
"Yes, I'll marry you.",Abby
Okay.,Barney
"Thank you, thank you. I have to call my mom.",Abby
That's you.,Barney
"Uh, yeah, I don't think Abby knows you're kidding.",Ted
"Uh, yes, she does.",Barney
"It finally happened, Mama. I just wish Daddy were alive to walk me down the aisle.",Abby
Totally committed to the bit.,Barney
"Yes, Lily Aldrin. I sold you the painting earlier today.",Lily
You sound happy.,Lily
"Well, I just wanted to offer you an exclusive chance to view some of my other paintings.",Lily
What?,Lily
So... y-you didn't like my painting?,Lily
"Okay. Well, if you didn't want the painting, can I... can I at least get it back?",Lily
Where is it? I see. H-He threw out my painting.,Lily
"This is great. My dream of becoming an artist is dead, and now I'm watching my wardrobe disappear piece by piece. There goes my favorite dress. This dress meant a lot to me.",Lily
Really?,Robin
Yeah. It was spring of 2004 and I had been having a hard few months.,Lily
Da-amn.,Man
I got a two-syllable damn in this dress.,Lily
A two-syllable damn. That's the dream.,Robin
Yeah. Now she belongs to... CanadaGirlMetroNewsOne.com.,Lily
It's still in the family.,Robin
"Lily, you're not going to believe this. Something amazing happened.",Marshall
What?,Lily
I went to the G-CWOK's apartment.,Marshall
Really? Why?,Lily
Because I felt guilty. This auction was my idea and now you've had to sit around all day while a bunch of vultures ruthlessly pick apart the carcass of your wardrobe.,Marshall
It's still in the family.,Robin
"And more importantly, I honestly love that painting and I couldn't stand to think of it in a trashcan someplace.",Marshall
"Well, what happened?",Lily
"Hi, um... Lawrence. I-I'm here about the painting my wife Lily solyou-- the one in the nice frame.",Marshall
"Talk about a nice frame. My, my, you are a big one, aren't you? And you're married to that little bit of a thing. How does that work? I'd like to find out.",Lawrence
"Yeah, we get it. Gay guys like you.",Lily
"No, Lily, they love me, but that's not the important part.",Marshall
Here's the important part.,Ted
"Since you're clearly a man of impeccable taste and style, I-I came down here to ask you: what do you think of the boots?",Ted
Walter. Boots.,Lawrence
Pulling... Them.... Off.,Walter
I'll be in the cab.,Ted
G-CWOK-approved.,Ted
The painting!,Lily
"Right, so, um, they told me they threw it in the building's Dumpster.",Marshall
"It wasn't in there, but the super told me that he'd seen one Dr. Greer-- a veterinarian who works in the building-- take the painting out of the trash.",Marshall
Dr. Greer? Who's Dr. Greer a-and why did he take my painting?,Lily
You're about to find out.,Marshall
"Ooh, we don't need the details.",Lily
Really? Dogs like my paintings?,Lily
"Anyway, because your first painting worked so well, I convinced Dr. Greer to buy four more.",Marshall
Really?,Lily
"Mm-hmm, at $500 a piece.",Marshall
That's two grand. That's more than we need for the contractor.,Lily
"Yeah, but I was actually thinking we could reinvest it.",Marshall
In what?,Lily
In you.,Marshall
"Well, it's not exactly the clientele I had in mind, but... thank you for believing in me.",Lily
"Man, birds do not get you.",Marshall
"Hi, sweetie.",Abby
"Hey, I think I left my tie here. Have you seen it?",Barney
"No, I'm in wedding-planning mode. Stressville. Population: me. Okay, big decision. What do you think the cake should be: Fudgie the Whale or Cookie Puss?",Abby
"Yeah, that was a bit. We were doing a bit.",Barney
"So I'm thinking Labor Day. I was going to say Fourth of July, but I don't want to steal any attention away from America.",Abby
"Abby, I've... I've got some bad news. I can't marry you.",Barney
What?,Abby
Ted begged me not to. I think he's in love with you.,Barney
Really?,Abby
"Yes, our plan worked better than we ever dreamed. You have to go to him. Here's his home address. But you know what? He works late, so I wouldn't go before 2:00 or 3:00 in the morning.",Barney
"Oh, my God, thank you. But now I feel wrong keeping this.",Abby
"Oh, yeah, I wouldn't worry about that. That's made of candy. Later.",Barney
"Hey, go to lilyandmarshallselltheirstuff.com or charityfolks.com.",Marshall
We're having an auction to rise money for the children's hospital of Los Angeles,Lily
You could get tons of cool stuff on the sell and they all use for great cause.,Marshall
"Goliath National Bank. The world leader in credit and banking. God, I love Goliath National Bank!",Barney
"Okay, first of all, you look like the last pick in the draft. And, second, why are you so excited about some bank?",Ted
"Our company just bought them out in a ruthless takeover. Took two months. Cost 2,000 jobs. It was brutal. Who wants a T-shirt?  Hey, Marshall, they're hiring in the legal department. I could get you a job.",Barney
"Barney, Marshall didn't quit his last soul-sucking corporate job just to go work at a bank. He's gonna be an environmental lawyer.",Lily
"So, what do you guys want to do for dinner?",Ted
"Oh, we just got a new cook. You have to try the burger, it's amazing.",Wendy
"Great, we'll take five of those.",Robin
Really? You want to eat here?,Ted
"Yeah, I'm freaking starving. I just finished a seven-day cleanse.",Robin
I thought you started that yesterday.,Marshall
"I finished early, OK? ",Robin
Five burgers.,Wendy
Wait. What about sushi?,Ted
We had sushi last night.,Lily
Italian.,Barney
I had Italian for lunch.,Ted
I can come back.,Wendy
"No. We always do this. We spend an hour arguing about where to eat, and we end up here anyway. I haven't eaten for two days. Can we please, for the love of God, just order something now?",Robin
Chinese?,Ted
Oh.,Robin
I don't like Chinese.,Barney
Indian?,Ted
I just said I don't like Chinese.,Barney
Indian isn't Chinese.,Ted
"Weird meats, funny music, side of rice. Why are we splitting hairs?",Barney
Mexican?,Ted
I just said I don't like Chinese.,Barney
God.,Robin
"Robin, yours will be right out.",Wendy
"Of course, mine comes last. Go ahead, start without me.",Robin
Sweet! You shouldn't have. That's so kind of you.,Everybody
"My God. This burger is so good. It's like Christmas in my mouth, meat Christmas.",Lily
It's like an angel from heaven landed in the kitchen at MacLaren's. Where the chef k*ll it and ran it through the meat grinder.,Ted
"I love this burger so much, I want to sew my ass shut.",Barney
It's okay.,Marshall
Are you kidding me?,Everybody
"Guys, guys, guys. When you've had the best burger in NY, every other burger tastes like my grandpa's feet. But you guys eat up, enjoy my grandpa's feet.",Marshall
And you've had the best burger in New York?,Robin
"It was eight years ago, my first week in New York, and for a kid from Minnesota, the big city was a scary place.",Marshall
"Oh, thank God it's just you.",Marshall
You are being ridiculous. (,Ted
"Why would I have to leave? I can have anything I want delivered, and New York City cable is awesome. Have you seen this public access show with the old Jewish lady in a bikini? ",Marshall
"Marshall, you have to get over this paranoia. You are not gonna get mugged.",Ted
"What if I do, Ted. I don't have a switchblade. I don't know how to break-dance and win the begrudging respect of a street gang.",Marshall
"That's it, you're taking a walk. Come on, go.",Ted
"No. Look, the old lady in a bikini is back on. I'm just gonna lie back and get comfortable.",Marshall
"Go outside, go, go.",Ted
Okay. ,Marshall
Leave the bat.,Ted
Fine.,Marshall
"So I went for a walk in the big, scary city. And I discovered something amazing: it wasn't scary at all. All right. What's the word?",Marshal
"And then, right when I started to get a little hungry, I turned a corner...",Marshall
And there it was.,Marshall
Name two places where things get stuffed.,Barney
"So, I went inside.",Marshall
Thank you.,Marshal
"Ted, you got to wake up. Wake...",Marshall
"Oh, my God. I'm so sorry. Are you okay?",Ted
"I'm all right. Ted, I've just had the most amazing burger of my life! It's this awesome little place, Regis Philbin eats there, so it's sort of like a celebrity hot spot. But the burger. The burger. Dude.",Marshall
I want one of those burgers right now! Do you think they're still open?,Ted
I don't know,Marshall
You couldn't find it?,Robin
We didn't know our way around. Just getting back to the apartment took us three hours and one very helpful drag queen.,Ted
"Wait, Penny Noir was a drag queen?",Marshall
Where do you think it was?,Robin
Probably tucked between her legs.,Lily
You know what's not a drag? Getting a home equity loan at Goliath National Bank. I'm just saying.,Barney
"Anyways, we never found the place. Now, eight years have passed, still... No burger.",Marshall
